Exchange,Ticker,Start,End,score
AMEX,BRBS,"('AMEX', 'BRBS', Timestamp('2013-11-18 00:00:00'))","('AMEX', 'BRBS', Timestamp('2014-01-17 00:00:00'))",0.0076691789687958
NYSE,VTN,"('NYSE', 'VTN', Timestamp('2017-12-07 00:00:00'))","('NYSE', 'VTN', Timestamp('2018-02-07 00:00:00'))",0.0076695213330054
NYSE,NSTD,"('NYSE', 'NSTD', Timestamp('2021-07-02 00:00:00'))","('NYSE', 'NSTD', Timestamp('2021-08-31 00:00:00'))",0.0076702255867763
NYSE,MCR,"('NYSE', 'MCR', Timestamp('2012-06-26 00:00:00'))","('NYSE', 'MCR', Timestamp('2012-08-23 00:00:00'))",0.0076747595972882
NYSE,TWN,"('NYSE', 'TWN', Timestamp('2010-11-23 00:00:00'))","('NYSE', 'TWN', Timestamp('2011-01-24 00:00:00'))",0.0076768348879878
NYSE,NMZ,"('NYSE', 'NMZ', Timestamp('2014-09-09 00:00:00'))","('NYSE', 'NMZ', Timestamp('2014-11-05 00:00:00'))",0.0076777700169474
NYSE,MMD,"('NYSE', 'MMD', Timestamp('2018-04-12 00:00:00'))","('NYSE', 'MMD', Timestamp('2018-06-11 00:00:00'))",0.0076788052983022
NYSE,EGF,"('NYSE', 'EGF', Timestamp('2011-06-10 00:00:00'))","('NYSE', 'EGF', Timestamp('2011-08-09 00:00:00'))",0.007683364271386
NASDAQ,DHCNI,"('NASDAQ', 'DHCNI', Timestamp('2013-03-05 00:00:00'))","('NASDAQ', 'DHCNI', Timestamp('2013-05-02 00:00:00'))",0.0076872235285171
NASDAQ,COLIU,"('NASDAQ', 'COLIU', Timestamp('2021-06-10 00:00:00'))","('NASDAQ', 'COLIU', Timestamp('2021-08-09 00:00:00'))",0.0076873364681667
NYSE,TEI,"('NYSE', 'TEI', Timestamp('2017-09-21 00:00:00'))","('NYSE', 'TEI', Timestamp('2017-11-17 00:00:00'))",0.0076920983882491
NYSE,MUA,"('NYSE', 'MUA', Timestamp('2014-11-26 00:00:00'))","('NYSE', 'MUA', Timestamp('2015-01-28 00:00:00'))",0.0076932735976162
NYSE,BNY,"('NYSE', 'BNY', Timestamp('2020-11-02 00:00:00'))","('NYSE', 'BNY', Timestamp('2020-12-31 00:00:00'))",0.0076934571248704
NYSE,FMS,"('NYSE', 'FMS', Timestamp('2017-03-06 00:00:00'))","('NYSE', 'FMS', Timestamp('2017-05-03 00:00:00'))",0.007694276192441
NYSE,MYD,"('NYSE', 'MYD', Timestamp('2015-07-09 00:00:00'))","('NYSE', 'MYD', Timestamp('2015-09-04 00:00:00'))",0.007695063109434
TO,MEQ,"('TO', 'MEQ', Timestamp('2019-06-11 00:00:00'))","('TO', 'MEQ', Timestamp('2019-08-09 00:00:00'))",0.0076956744232792
NYSE,PG,"('NYSE', 'PG', Timestamp('2013-07-11 00:00:00'))","('NYSE', 'PG', Timestamp('2013-09-09 00:00:00'))",0.0076974073370794
TO,XRB,"('TO', 'XRB', Timestamp('2014-03-12 00:00:00'))","('TO', 'XRB', Timestamp('2014-05-09 00:00:00'))",0.0076990914041032
NYSE,GCV,"('NYSE', 'GCV', Timestamp('2019-06-03 00:00:00'))","('NYSE', 'GCV', Timestamp('2019-07-31 00:00:00'))",0.0077021771412624
NYSE,BGX,"('NYSE', 'BGX', Timestamp('2015-08-26 00:00:00'))","('NYSE', 'BGX', Timestamp('2015-10-23 00:00:00'))",0.0077023850449952
NYSE,BHP,"('NYSE', 'BHP', Timestamp('2014-05-06 00:00:00'))","('NYSE', 'BHP', Timestamp('2014-07-03 00:00:00'))",0.0077040095176037
NYSE,KSM,"('NYSE', 'KSM', Timestamp('2019-06-19 00:00:00'))","('NYSE', 'KSM', Timestamp('2019-08-16 00:00:00'))",0.007705391628599
NYSE,KTF,"('NYSE', 'KTF', Timestamp('2009-07-09 00:00:00'))","('NYSE', 'KTF', Timestamp('2009-09-04 00:00:00'))",0.0077057951086177
NYSE,CTOS,"('NYSE', 'CTOS', Timestamp('2019-03-01 00:00:00'))","('NYSE', 'CTOS', Timestamp('2019-04-30 00:00:00'))",0.0077077613968498
TO,HEE,"('TO', 'HEE', Timestamp('2013-08-14 00:00:00'))","('TO', 'HEE', Timestamp('2013-10-11 00:00:00'))",0.0077105631096845
NASDAQ,PRCH,"('NASDAQ', 'PRCH', Timestamp('2020-05-15 00:00:00'))","('NASDAQ', 'PRCH', Timestamp('2020-07-15 00:00:00'))",0.0077110926223181
TO,VDU,"('TO', 'VDU', Timestamp('2016-07-08 00:00:00'))","('TO', 'VDU', Timestamp('2016-09-07 00:00:00'))",0.0077115549299929
NYSE,WFG,"('NYSE', 'WFG', Timestamp('2010-08-26 00:00:00'))","('NYSE', 'WFG', Timestamp('2010-10-25 00:00:00'))",0.0077135157168048
TO,BCE,"('TO', 'BCE', Timestamp('2015-05-13 00:00:00'))","('TO', 'BCE', Timestamp('2015-07-13 00:00:00'))",0.0077144731661152
TO,FCCQ,"('TO', 'FCCQ', Timestamp('2021-12-01 00:00:00'))","('TO', 'FCCQ', Timestamp('2022-02-01 00:00:00'))",0.0077153674566731
NYSE,BUD,"('NYSE', 'BUD', Timestamp('2021-04-23 00:00:00'))","('NYSE', 'BUD', Timestamp('2021-06-22 00:00:00'))",0.0077163619676061
NASDAQ,LTRY,"('NASDAQ', 'LTRY', Timestamp('2020-03-30 00:00:00'))","('NASDAQ', 'LTRY', Timestamp('2020-05-28 00:00:00'))",0.0077164351413323
TO,BEPR,"('TO', 'BEPR', Timestamp('2021-06-03 00:00:00'))","('TO', 'BEPR', Timestamp('2021-08-03 00:00:00'))",0.0077197563051267
TO,HAF,"('TO', 'HAF', Timestamp('2020-05-25 00:00:00'))","('TO', 'HAF', Timestamp('2020-07-22 00:00:00'))",0.0077213373829001
NASDAQ,MPB,"('NASDAQ', 'MPB', Timestamp('2009-03-16 00:00:00'))","('NASDAQ', 'MPB', Timestamp('2009-05-13 00:00:00'))",0.0077221050677604
NYSE,MYJ,"('NYSE', 'MYJ', Timestamp('2018-02-05 00:00:00'))","('NYSE', 'MYJ', Timestamp('2018-04-05 00:00:00'))",0.0077221337703976
NYSE,LNFA,"('NYSE', 'LNFA', Timestamp('2021-03-25 00:00:00'))","('NYSE', 'LNFA', Timestamp('2021-05-24 00:00:00'))",0.0077222198447252
NYSE,RY,"('NYSE', 'RY', Timestamp('2016-09-14 00:00:00'))","('NYSE', 'RY', Timestamp('2016-11-10 00:00:00'))",0.0077250271589774
NASDAQ,ALRS,"('NASDAQ', 'ALRS', Timestamp('2013-07-15 00:00:00'))","('NASDAQ', 'ALRS', Timestamp('2013-09-11 00:00:00'))",0.0077281052011143
NASDAQ,CPTAG,"('NASDAQ', 'CPTAG', Timestamp('2017-09-25 00:00:00'))","('NASDAQ', 'CPTAG', Timestamp('2017-11-21 00:00:00'))",0.0077291281870476
NYSE,BLW,"('NYSE', 'BLW', Timestamp('2014-12-30 00:00:00'))","('NYSE', 'BLW', Timestamp('2015-03-02 00:00:00'))",0.007729707165421
NASDAQ,FWAC,"('NASDAQ', 'FWAC', Timestamp('2021-12-14 00:00:00'))","('NASDAQ', 'FWAC', Timestamp('2022-02-11 00:00:00'))",0.0077304211483763
NASDAQ,GSMG,"('NASDAQ', 'GSMG', Timestamp('2018-10-17 00:00:00'))","('NASDAQ', 'GSMG', Timestamp('2018-12-17 00:00:00'))",0.0077321745760955
NASDAQ,DOOO,"('NASDAQ', 'DOOO', Timestamp('2018-03-22 00:00:00'))","('NASDAQ', 'DOOO', Timestamp('2018-05-21 00:00:00'))",0.0077327946018774
NASDAQ,CGO,"('NASDAQ', 'CGO', Timestamp('2017-09-14 00:00:00'))","('NASDAQ', 'CGO', Timestamp('2017-11-10 00:00:00'))",0.0077348425012908
NYSE,THQ,"('NYSE', 'THQ', Timestamp('2017-04-11 00:00:00'))","('NYSE', 'THQ', Timestamp('2017-06-09 00:00:00'))",0.0077356790616645
TO,PMM,"('TO', 'PMM', Timestamp('2019-07-15 00:00:00'))","('TO', 'PMM', Timestamp('2019-09-12 00:00:00'))",0.0077357000055986
NASDAQ,FVCB,"('NASDAQ', 'FVCB', Timestamp('2017-02-23 00:00:00'))","('NASDAQ', 'FVCB', Timestamp('2017-04-24 00:00:00'))",0.0077362170379726
TO,EVT,"('TO', 'EVT', Timestamp('2016-09-29 00:00:00'))","('TO', 'EVT', Timestamp('2016-11-28 00:00:00'))",0.0077363835052389
NYSE,GJS,"('NYSE', 'GJS', Timestamp('2017-11-15 00:00:00'))","('NYSE', 'GJS', Timestamp('2018-01-17 00:00:00'))",0.0077371429252254
NYSE,MVF,"('NYSE', 'MVF', Timestamp('2015-08-10 00:00:00'))","('NYSE', 'MVF', Timestamp('2015-10-07 00:00:00'))",0.0077383654392989
NYSE,PMO,"('NYSE', 'PMO', Timestamp('2019-01-07 00:00:00'))","('NYSE', 'PMO', Timestamp('2019-03-07 00:00:00'))",0.0077402957526878
NYSE,ETG,"('NYSE', 'ETG', Timestamp('2019-10-08 00:00:00'))","('NYSE', 'ETG', Timestamp('2019-12-05 00:00:00'))",0.0077409279824591
NYSE,INSI,"('NYSE', 'INSI', Timestamp('2017-01-13 00:00:00'))","('NYSE', 'INSI', Timestamp('2017-03-15 00:00:00'))",0.0077416075755477
NYSE,EMF,"('NYSE', 'EMF', Timestamp('2014-06-12 00:00:00'))","('NYSE', 'EMF', Timestamp('2014-08-11 00:00:00'))",0.0077425245124206
AMEX,ECF,"('AMEX', 'ECF', Timestamp('2012-04-16 00:00:00'))","('AMEX', 'ECF', Timestamp('2012-06-13 00:00:00'))",0.0077427330537889
TO,CXF,"('TO', 'CXF', Timestamp('2013-08-30 00:00:00'))","('TO', 'CXF', Timestamp('2013-10-30 00:00:00'))",0.0077435637604999
TO,XAW,"('TO', 'XAW', Timestamp('2017-06-30 00:00:00'))","('TO', 'XAW', Timestamp('2017-08-30 00:00:00'))",0.0077441991378219
NASDAQ,PBHC,"('NASDAQ', 'PBHC', Timestamp('2017-10-26 00:00:00'))","('NASDAQ', 'PBHC', Timestamp('2017-12-26 00:00:00'))",0.0077446100388241
NASDAQ,CHSCO,"('NASDAQ', 'CHSCO', Timestamp('2017-01-03 00:00:00'))","('NASDAQ', 'CHSCO', Timestamp('2017-03-03 00:00:00'))",0.0077447172375004
NASDAQ,RILYN,"('NASDAQ', 'RILYN', Timestamp('2021-05-10 00:00:00'))","('NASDAQ', 'RILYN', Timestamp('2021-07-08 00:00:00'))",0.0077453589937899
NYSE,SOJC,"('NYSE', 'SOJC', Timestamp('2021-02-01 00:00:00'))","('NYSE', 'SOJC', Timestamp('2021-03-31 00:00:00'))",0.0077459249428407
TO,MIND,"('TO', 'MIND', Timestamp('2018-04-03 00:00:00'))","('TO', 'MIND', Timestamp('2018-05-31 00:00:00'))",0.0077478824678482
NYSE,AMPS,"('NYSE', 'AMPS', Timestamp('2021-09-20 00:00:00'))","('NYSE', 'AMPS', Timestamp('2021-11-16 00:00:00'))",0.0077481258347629
NYSE,ARGD,"('NYSE', 'ARGD', Timestamp('2020-07-31 00:00:00'))","('NYSE', 'ARGD', Timestamp('2020-09-29 00:00:00'))",0.0077481529298756
NYSE,WIW,"('NYSE', 'WIW', Timestamp('2010-05-25 00:00:00'))","('NYSE', 'WIW', Timestamp('2010-07-23 00:00:00'))",0.0077487549189115
AMEX,CTGO,"('AMEX', 'CTGO', Timestamp('2015-04-30 00:00:00'))","('AMEX', 'CTGO', Timestamp('2015-06-29 00:00:00'))",0.0077508037838027
TO,LS,"('TO', 'LS', Timestamp('2019-05-08 00:00:00'))","('TO', 'LS', Timestamp('2019-07-08 00:00:00'))",0.0077534261101922
NASDAQ,FRTA,"('NASDAQ', 'FRTA', Timestamp('2021-11-08 00:00:00'))","('NASDAQ', 'FRTA', Timestamp('2022-01-06 00:00:00'))",0.0077538888915385
TO,HAL,"('TO', 'HAL', Timestamp('2021-12-01 00:00:00'))","('TO', 'HAL', Timestamp('2022-02-01 00:00:00'))",0.0077559588678009
NASDAQ,BCML,"('NASDAQ', 'BCML', Timestamp('2014-06-24 00:00:00'))","('NASDAQ', 'BCML', Timestamp('2014-08-21 00:00:00'))",0.0077561216486986
TO,ZDH,"('TO', 'ZDH', Timestamp('2017-06-30 00:00:00'))","('TO', 'ZDH', Timestamp('2017-08-30 00:00:00'))",0.0077569301898665
NYSE,GOF,"('NYSE', 'GOF', Timestamp('2012-08-07 00:00:00'))","('NYSE', 'GOF', Timestamp('2012-10-04 00:00:00'))",0.0077574266517267
TO,HUN,"('TO', 'HUN', Timestamp('2018-01-22 00:00:00'))","('TO', 'HUN', Timestamp('2018-03-21 00:00:00'))",0.0077579564264976
TO,XIU,"('TO', 'XIU', Timestamp('2012-12-28 00:00:00'))","('TO', 'XIU', Timestamp('2013-02-27 00:00:00'))",0.0077603150235273
TO,VCE,"('TO', 'VCE', Timestamp('2018-12-24 00:00:00'))","('TO', 'VCE', Timestamp('2019-02-25 00:00:00'))",0.0077610932265897
NYSE,FZT,"('NYSE', 'FZT', Timestamp('2021-06-30 00:00:00'))","('NYSE', 'FZT', Timestamp('2021-08-27 00:00:00'))",0.007761101319639
TO,XCH,"('TO', 'XCH', Timestamp('2017-01-17 00:00:00'))","('TO', 'XCH', Timestamp('2017-03-16 00:00:00'))",0.0077655047220683
NYSE,SPXX,"('NYSE', 'SPXX', Timestamp('2017-04-06 00:00:00'))","('NYSE', 'SPXX', Timestamp('2017-06-06 00:00:00'))",0.0077662532490606
TO,COW,"('TO', 'COW', Timestamp('2011-12-19 00:00:00'))","('TO', 'COW', Timestamp('2012-02-17 00:00:00'))",0.0077668022272911
TO,FCIL,"('TO', 'FCIL', Timestamp('2021-12-24 00:00:00'))","('TO', 'FCIL', Timestamp('2022-02-25 00:00:00'))",0.0077673437579237
TO,CIX,"('TO', 'CIX', Timestamp('2012-09-20 00:00:00'))","('TO', 'CIX', Timestamp('2012-11-19 00:00:00'))",0.0077677632275609
NYSE,UZE,"('NYSE', 'UZE', Timestamp('2021-05-26 00:00:00'))","('NYSE', 'UZE', Timestamp('2021-07-26 00:00:00'))",0.0077680730276816
NYSE,MYI,"('NYSE', 'MYI', Timestamp('2010-03-23 00:00:00'))","('NYSE', 'MYI', Timestamp('2010-05-20 00:00:00'))",0.0077681704535933
NASDAQ,GOODO,"('NASDAQ', 'GOODO', Timestamp('2021-08-31 00:00:00'))","('NASDAQ', 'GOODO', Timestamp('2021-10-28 00:00:00'))",0.0077688327334375
NYSE,BOE,"('NYSE', 'BOE', Timestamp('2017-01-04 00:00:00'))","('NYSE', 'BOE', Timestamp('2017-03-06 00:00:00'))",0.0077698984657421
NYSE,DDT,"('NYSE', 'DDT', Timestamp('2012-02-09 00:00:00'))","('NYSE', 'DDT', Timestamp('2012-04-10 00:00:00'))",0.0077700373071531
TO,XRE,"('TO', 'XRE', Timestamp('2018-01-30 00:00:00'))","('TO', 'XRE', Timestamp('2018-03-29 00:00:00'))",0.0077706735056844
TO,REIT,"('TO', 'REIT', Timestamp('2021-05-06 00:00:00'))","('TO', 'REIT', Timestamp('2021-07-06 00:00:00'))",0.0077721422165475
NYSE,EFT,"('NYSE', 'EFT', Timestamp('2018-02-06 00:00:00'))","('NYSE', 'EFT', Timestamp('2018-04-06 00:00:00'))",0.0077736828089914
NYSE,BGB,"('NYSE', 'BGB', Timestamp('2015-10-07 00:00:00'))","('NYSE', 'BGB', Timestamp('2015-12-04 00:00:00'))",0.0077743198604511
TO,EUR,"('TO', 'EUR', Timestamp('2016-09-09 00:00:00'))","('TO', 'EUR', Timestamp('2016-11-08 00:00:00'))",0.0077748140261483
TO,FAI,"('TO', 'FAI', Timestamp('2014-05-13 00:00:00'))","('TO', 'FAI', Timestamp('2014-07-11 00:00:00'))",0.0077752087824769
NYSE,BTZ,"('NYSE', 'BTZ', Timestamp('2011-01-12 00:00:00'))","('NYSE', 'BTZ', Timestamp('2011-03-14 00:00:00'))",0.0077754159618978
NASDAQ,BIOTU,"('NASDAQ', 'BIOTU', Timestamp('2021-05-10 00:00:00'))","('NASDAQ', 'BIOTU', Timestamp('2021-07-08 00:00:00'))",0.0077754216890456
NASDAQ,MBCN,"('NASDAQ', 'MBCN', Timestamp('2012-02-21 00:00:00'))","('NASDAQ', 'MBCN', Timestamp('2012-04-19 00:00:00'))",0.0077759987858054
NYSE,BKT,"('NYSE', 'BKT', Timestamp('2014-08-26 00:00:00'))","('NYSE', 'BKT', Timestamp('2014-10-23 00:00:00'))",0.0077762320020316
TO,ZEF,"('TO', 'ZEF', Timestamp('2020-06-15 00:00:00'))","('TO', 'ZEF', Timestamp('2020-08-13 00:00:00'))",0.0077765141666405
NASDAQ,CSQ,"('NASDAQ', 'CSQ', Timestamp('2019-09-27 00:00:00'))","('NASDAQ', 'CSQ', Timestamp('2019-11-25 00:00:00'))",0.0077784884343776
NYSE,FAM,"('NYSE', 'FAM', Timestamp('2021-06-17 00:00:00'))","('NYSE', 'FAM', Timestamp('2021-08-16 00:00:00'))",0.0077785532313785
NYSE,SJR,"('NYSE', 'SJR', Timestamp('2021-05-19 00:00:00'))","('NYSE', 'SJR', Timestamp('2021-07-19 00:00:00'))",0.0077803011791087
AMEX,BCV,"('AMEX', 'BCV', Timestamp('2014-05-12 00:00:00'))","('AMEX', 'BCV', Timestamp('2014-07-10 00:00:00'))",0.0077810148832541
TO,RPD,"('TO', 'RPD', Timestamp('2020-05-04 00:00:00'))","('TO', 'RPD', Timestamp('2020-07-02 00:00:00'))",0.0077812853807801
TO,TPU,"('TO', 'TPU', Timestamp('2016-10-18 00:00:00'))","('TO', 'TPU', Timestamp('2016-12-14 00:00:00'))",0.00778153136844
TO,ZRE,"('TO', 'ZRE', Timestamp('2017-11-15 00:00:00'))","('TO', 'ZRE', Timestamp('2018-01-16 00:00:00'))",0.0077820739440785
NYSE,NQP,"('NYSE', 'NQP', Timestamp('2021-05-28 00:00:00'))","('NYSE', 'NQP', Timestamp('2021-07-28 00:00:00'))",0.0077823977512704
NYSE,CPG,"('NYSE', 'CPG', Timestamp('2013-10-03 00:00:00'))","('NYSE', 'CPG', Timestamp('2013-12-02 00:00:00'))",0.007783237439831
NYSE,AWP,"('NYSE', 'AWP', Timestamp('2019-11-12 00:00:00'))","('NYSE', 'AWP', Timestamp('2020-01-13 00:00:00'))",0.007786592825053
NASDAQ,MITA,"('NASDAQ', 'MITA', Timestamp('2021-09-20 00:00:00'))","('NASDAQ', 'MITA', Timestamp('2021-11-16 00:00:00'))",0.0077877589840149
NYSE,JHS,"('NYSE', 'JHS', Timestamp('2015-08-11 00:00:00'))","('NYSE', 'JHS', Timestamp('2015-10-08 00:00:00'))",0.0077881983332563
TO,FCVH,"('TO', 'FCVH', Timestamp('2022-01-17 00:00:00'))","('TO', 'FCVH', Timestamp('2022-03-16 00:00:00'))",0.0077897356524209
NYSE,WEA,"('NYSE', 'WEA', Timestamp('2014-02-11 00:00:00'))","('NYSE', 'WEA', Timestamp('2014-04-10 00:00:00'))",0.0077897721698043
NASDAQ,FCAP,"('NASDAQ', 'FCAP', Timestamp('2017-11-03 00:00:00'))","('NASDAQ', 'FCAP', Timestamp('2018-01-04 00:00:00'))",0.0077905145432933
NYSE,FMY,"('NYSE', 'FMY', Timestamp('2013-02-07 00:00:00'))","('NYSE', 'FMY', Timestamp('2013-04-09 00:00:00'))",0.00779334095872
NASDAQ,BANFP,"('NASDAQ', 'BANFP', Timestamp('2018-08-02 00:00:00'))","('NASDAQ', 'BANFP', Timestamp('2018-10-01 00:00:00'))",0.0077940389967237
TO,VVO,"('TO', 'VVO', Timestamp('2019-08-14 00:00:00'))","('TO', 'VVO', Timestamp('2019-10-11 00:00:00'))",0.0077954859812552
NYSE,NEV,"('NYSE', 'NEV', Timestamp('2012-04-20 00:00:00'))","('NYSE', 'NEV', Timestamp('2012-06-19 00:00:00'))",0.0077957033565272
NYSE,IPOF,"('NYSE', 'IPOF', Timestamp('2021-07-23 00:00:00'))","('NYSE', 'IPOF', Timestamp('2021-09-21 00:00:00'))",0.0077957042002351
NYSE,ARR,"('NYSE', 'ARR', Timestamp('2017-07-13 00:00:00'))","('NYSE', 'ARR', Timestamp('2017-09-11 00:00:00'))",0.007797050808675
NASDAQ,BPOPM,"('NASDAQ', 'BPOPM', Timestamp('2018-07-10 00:00:00'))","('NASDAQ', 'BPOPM', Timestamp('2018-09-06 00:00:00'))",0.0077975501058795
AMEX,KIQ,"('AMEX', 'KIQ', Timestamp('2011-07-22 00:00:00'))","('AMEX', 'KIQ', Timestamp('2011-09-20 00:00:00'))",0.0077980374445835
NYSE,NZF,"('NYSE', 'NZF', Timestamp('2011-10-13 00:00:00'))","('NYSE', 'NZF', Timestamp('2011-12-12 00:00:00'))",0.0077987894014837
NASDAQ,JUGG,"('NASDAQ', 'JUGG', Timestamp('2022-01-20 00:00:00'))","('NASDAQ', 'JUGG', Timestamp('2022-03-21 00:00:00'))",0.0077992331604277
NYSE,UTF,"('NYSE', 'UTF', Timestamp('2018-06-08 00:00:00'))","('NYSE', 'UTF', Timestamp('2018-08-07 00:00:00'))",0.007803156990248
NYSE,PHK,"('NYSE', 'PHK', Timestamp('2011-01-12 00:00:00'))","('NYSE', 'PHK', Timestamp('2011-03-14 00:00:00'))",0.0078033132759827
TO,XFS,"('TO', 'XFS', Timestamp('2021-04-07 00:00:00'))","('TO', 'XFS', Timestamp('2021-06-04 00:00:00'))",0.0078034640072982
NYSE,BXMT,"('NYSE', 'BXMT', Timestamp('2017-09-08 00:00:00'))","('NYSE', 'BXMT', Timestamp('2017-11-06 00:00:00'))",0.0078040284095775
AMEX,VFL,"('AMEX', 'VFL', Timestamp('2015-03-03 00:00:00'))","('AMEX', 'VFL', Timestamp('2015-04-30 00:00:00'))",0.0078055346658961
NYSE,VLT,"('NYSE', 'VLT', Timestamp('2018-07-10 00:00:00'))","('NYSE', 'VLT', Timestamp('2018-09-06 00:00:00'))",0.0078070379558521
NYSE,NGG,"('NYSE', 'NGG', Timestamp('2016-12-28 00:00:00'))","('NYSE', 'NGG', Timestamp('2017-02-28 00:00:00'))",0.0078075368564828
TO,CRP,"('TO', 'CRP', Timestamp('2015-06-22 00:00:00'))","('TO', 'CRP', Timestamp('2015-08-20 00:00:00'))",0.0078075448360752
NASDAQ,COVAU,"('NASDAQ', 'COVAU', Timestamp('2021-04-16 00:00:00'))","('NASDAQ', 'COVAU', Timestamp('2021-06-15 00:00:00'))",0.0078076518559832
NASDAQ,RILYO,"('NASDAQ', 'RILYO', Timestamp('2019-06-10 00:00:00'))","('NASDAQ', 'RILYO', Timestamp('2019-08-07 00:00:00'))",0.0078088132383232
TO,RID,"('TO', 'RID', Timestamp('2017-03-03 00:00:00'))","('TO', 'RID', Timestamp('2017-05-02 00:00:00'))",0.0078095597813758
TO,CGY,"('TO', 'CGY', Timestamp('2011-02-24 00:00:00'))","('TO', 'CGY', Timestamp('2011-04-25 00:00:00'))",0.0078097131209156
NYSE,ADM,"('NYSE', 'ADM', Timestamp('2018-08-01 00:00:00'))","('NYSE', 'ADM', Timestamp('2018-09-28 00:00:00'))",0.0078098787865806
NASDAQ,TROO,"('NASDAQ', 'TROO', Timestamp('2009-02-03 00:00:00'))","('NASDAQ', 'TROO', Timestamp('2009-04-02 00:00:00'))",0.007810395641208
NASDAQ,LDHAU,"('NASDAQ', 'LDHAU', Timestamp('2021-07-07 00:00:00'))","('NASDAQ', 'LDHAU', Timestamp('2021-09-02 00:00:00'))",0.0078104564975521
TO,XUS,"('TO', 'XUS', Timestamp('2017-06-30 00:00:00'))","('TO', 'XUS', Timestamp('2017-08-30 00:00:00'))",0.0078111800396569
NYSE,NMT,"('NYSE', 'NMT', Timestamp('2014-01-09 00:00:00'))","('NYSE', 'NMT', Timestamp('2014-03-11 00:00:00'))",0.0078120864594139
TO,ZGI,"('TO', 'ZGI', Timestamp('2017-09-15 00:00:00'))","('TO', 'ZGI', Timestamp('2017-11-14 00:00:00'))",0.0078121372455875
NYSE,AQNB,"('NYSE', 'AQNB', Timestamp('2020-11-16 00:00:00'))","('NYSE', 'AQNB', Timestamp('2021-01-15 00:00:00'))",0.0078122909523908
TO,RIT,"('TO', 'RIT', Timestamp('2012-03-01 00:00:00'))","('TO', 'RIT', Timestamp('2012-04-30 00:00:00'))",0.007814090762153
TO,RY,"('TO', 'RY', Timestamp('2021-12-01 00:00:00'))","('TO', 'RY', Timestamp('2022-02-01 00:00:00'))",0.0078144597796715
NASDAQ,MSVB,"('NASDAQ', 'MSVB', Timestamp('2018-07-13 00:00:00'))","('NASDAQ', 'MSVB', Timestamp('2018-09-11 00:00:00'))",0.0078145969399071
TO,XIN,"('TO', 'XIN', Timestamp('2015-02-04 00:00:00'))","('TO', 'XIN', Timestamp('2015-04-06 00:00:00'))",0.0078155540125126
TO,QCLN,"('TO', 'QCLN', Timestamp('2018-10-24 00:00:00'))","('TO', 'QCLN', Timestamp('2018-12-20 00:00:00'))",0.0078164236568777
NYSE,CRU,"('NYSE', 'CRU', Timestamp('2021-10-08 00:00:00'))","('NYSE', 'CRU', Timestamp('2021-12-07 00:00:00'))",0.0078168939753673
NASDAQ,BFC,"('NASDAQ', 'BFC', Timestamp('2013-08-22 00:00:00'))","('NASDAQ', 'BFC', Timestamp('2013-10-21 00:00:00'))",0.0078188469810529
TO,HAC,"('TO', 'HAC', Timestamp('2012-04-27 00:00:00'))","('TO', 'HAC', Timestamp('2012-06-26 00:00:00'))",0.0078189655595906
